FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,COMMON_STACK_COMBINED_HEAT_UOM,TIER_123_SORBENT_CO2_EMISSIONS,TIER123_BIOGENIC_CO2_EMISSIONS,TIER_1_2_3_FOSSIL_CO2_EMISSION,TIER_4_OPERATING_HOURS,TIER_4_OP_HRS_CO2_CONC_SUB,TIER_4_OP_HRS_STACK_FLOWRT_SUB,TIER_4_OP_HRS_STACK_MOIST_SUB,UNIT_NAME,UNIT_TYPE,UNIT_TYPE_OTHER,IND_UNIT_HEAT_INPUT_CAPACITY,IND_UNIT_HEATINPUTCAPACITY_UOM,IND_UNIT_HEATCAPACITY_UOM_OTHR,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,COMMON_PIPE_HEAT_CAPACITY,COMMON_PIPE_HEAT_CAPACITY_UOM,COMMON_STACK_NUMBER_OF_UNITS,TIER4_V_TOTAL,TIER4_V_BIO,TIER4_ANNUAL_BIO_CO2_EMISSION,PART_75_CO2_EMISSIONS_METHOD,PART_75_METHOD_STARTDATE,PART_75_METHODOLOGY_ENDDATE,PART_75_HEAT_INPUT_METHOD,PART_75_CO2_METHOD,PART_75_OP_HRS_FUEL_FLOWRATE,PART_75_OP_HRS_HHV_SUB,PART_75_OP_HRS_CO2_CONC_SUB,PART_75_OP_HRS_FLOWRATE_SUB,TIER4_NONBIOGENIC_CO2EMISSION,TIER_4_BIOGENIC_CO2_EMISSIONS,TIER_4_TOTAL_CO2_EMISSIONS,TIER_4_METHODOLOGY_START_DATE,TIER_4_METHODOLOGY_END_DATE,TIER4_VFF,PART_75_OP_HRS_MOISTURE_SUB,BIOGENIC_CO2_MASS_EMISS_MSW,TOTAL_AMT_SORBENT_USED,PLANT_CODE,CP_USEIVTIND,CS_USEIVTIND,IND_USE_IVT_IND,AGG_USEIVTIND,CP_CUMULATIVE_MAXHEAT_INPUTCAP,COMMON_STACK_COMBINED_HEAT,AGG_CUMULATIVE_HEAT_INPUTCAP,SORBENT_MOLECULAR_WEIGHT,SORBENT_RATIO
1007793,2011,Harrison Power Station,,,0.0,14.5,,,,,1A,"OB (Boiler, other)",,1.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007793,2011,Harrison Power Station,,,0.0,25.0,,,,,1B,"OB (Boiler, other)",,1.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES01,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES02,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES03,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES04,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES05,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES06,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES07,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES08,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES09,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES10,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES11,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,CHES12,CH (Comfort heater),,0.035,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHES01,CH (Comfort heater),,0.04,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHES02,CH (Comfort heater),,0.04,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHMS01,CH (Comfort heater),,0.09,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHMS02,CH (Comfort heater),,0.09,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHMS03,CH (Comfort heater),,0.09,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHMS04,CH (Comfort heater),,0.04,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHMS05,CH (Comfort heater),,0.04,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHSR01,CH (Comfort heater),,0.04,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHSR02,CH (Comfort heater),,0.04,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHSR03,CH (Comfort heater),,0.04,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,RHSR04,CH (Comfort heater),,0.072,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007794,2011,"CWMI, KHF (MSW LANDFILL B-19)",,0.0,0.0,,,,,,WHSR01,"HWH (Heater, hot water)",,0.235,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007795,2011,CHESTNUT RIDGE LANDFILL,,0.0,0.0,,,,,,PROBPHTR001,CH (Comfort heater),,0.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007795,2011,CHESTNUT RIDGE LANDFILL,,0.0,0.0,,,,,,PROBPHTR002,CH (Comfort heater),,0.0615,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007795,2011,CHESTNUT RIDGE LANDFILL,,0.0,12773.454454,0.0,,,,,Engine 1,RICE (Reciprocating internal combustion engine),,,,,,,11.362,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007796,2011,Three Corners Landfill,,0.0,0.0,,,,,,PROPHTR001,CH (Comfort heater),,0.44,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007796,2011,Three Corners Landfill,,0.0,0.0,,,,,,PROPHTR002,CH (Comfort heater),,0.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007796,2011,Three Corners Landfill,,0.0,0.0,,,,,,PROPHTR003,CH (Comfort heater),,3.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007797,2011,WASTE MANAGEMENT OF LA LLC - WOODSIDE SANITARY LANDFILL & RECYCLING CENTER,,0.0,0.0,,,,,,WTRHTR001,"HWH (Heater, hot water)",,0.72,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007797,2011,WASTE MANAGEMENT OF LA LLC - WOODSIDE SANITARY LANDFILL & RECYCLING CENTER,,0.0,0.0,,,,,,WTRHTR002,"HWH (Heater, hot water)",,0.72,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007798,2011,R & B LANDFILL,,0.0,0.0,,,,,,PROPHTR001,CH (Comfort heater),,0.15,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007798,2011,R & B LANDFILL,,0.0,0.0,,,,,,PROPHTR002,CH (Comfort heater),,0.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007800,2011,ATASCOCITA RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,PUMP001,OCS (Other combustion source),,158.0,Other,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007803,2011,YELLOWSTONE ENERGY LIMITED PARTNERSHIP,mmBtu/hr,,,,8392.0,52.0,5.0,0.0,CS-1,OCS (Other combustion source),,,,,,,,,2.0,,,,,,,,,,,,,837095.6,0.0,837095.6,2011-01-01,2011-12-31,,,,,,,,,,,1036.0,,,
1007804,2011,WESTROCK CONVERTING COMPANY - CHATTANOOGA MILL,,0.0,0.0,45531.0,,,,,GP01,"OB (Boiler, other)",,,,,100.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007805,2011,DOW CHEMICAL COMPANY,,,0.0,48992.1,,,,,CP-All Natural Gas Use,OCS (Other combustion source),,,,,,,375.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007806,2011,KEYMARK CORP PLANT,,,0.0,,,,,,Keymark Corporation,OCS (Other combustion source),,,,,,,,,,,,,28502.2,2011-01-01,2011-12-31,CEMS,CEMS calculation method--- § 98.33(a)(5)(iii),,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,
1007808,2011,Resource Recovery LF,,0.0,0.0,,,,,,GP-Furnaces,CH (Comfort heater),,0.15,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007809,2011,Poet Biorefining-Macon,,0.0,0.0,85259.5,,,,,GP-northeast missouri grain,OCS (Other combustion source),,,,,73.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007810,2011,SUMNER LANDFILL,,0.0,0.0,38.2,,,,,GP-Shop Heaters,CH (Comfort heater),,,,,0.15,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007812,2011,LIBERTY LANDFILL,,0.0,0.0,,,,,,OILHTR001,CH (Comfort heater),,0.275,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007812,2011,LIBERTY LANDFILL,,0.0,0.0,,,,,,PROPHTR001,CH (Comfort heater),,0.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007812,2011,LIBERTY LANDFILL,,0.0,17148.273464,0.0,,,,,CP-1,RICE (Reciprocating internal combustion engine),,,,,,,10.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007812,2011,LIBERTY LANDFILL,,0.0,17400.453545,0.0,,,,,CP-2,RICE (Reciprocating internal combustion engine),,,,,,,10.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007813,2011,CHASTANG SANITARY LANDFILL,,0.0,0.0,,,,,,PROPHTR001,CH (Comfort heater),,0.49,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007815,2011,BUTTERFIELD STATION LANDFILL,,0.0,0.0,,,,,,PRESWASHRHTR001,OCS (Other combustion source),,0.5348,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007815,2011,BUTTERFIELD STATION LANDFILL,,0.0,0.0,,,,,,PUMP001,OCS (Other combustion source),,91.189502,Other,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007816,2011,SIMI VALLEY LANDFILL & RECYCLING CENTER,,0.0,0.0,,,,,,PRESWSHR001,CH (Comfort heater),,0.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007816,2011,SIMI VALLEY LANDFILL & RECYCLING CENTER,,0.0,4807.039623,0.0,,,,,Engine 1,RICE (Reciprocating internal combustion engine),,,,,,,12.25,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007816,2011,SIMI VALLEY LANDFILL & RECYCLING CENTER,,0.0,4821.051255,0.0,,,,,Engine 2,RICE (Reciprocating internal combustion engine),,,,,,,12.25,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007819,2011,PLAINVIEW BIOENERY LLC,,0.0,307.3,111744.6,,,,,GP-TO/Boilers/Dryer,OCS (Other combustion source),,,,,120.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007820,2011,Palm Beach Renewable Energy Park (PBREP),,0.0,0.0,,,,,,EU 1,MWC (Municipal waste combustor),,427.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007820,2011,Palm Beach Renewable Energy Park (PBREP),,0.0,0.0,,,,,,EU 2,MWC (Municipal waste combustor),,427.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007820,2011,Palm Beach Renewable Energy Park (PBREP),,0.0,467.2,,,,,,Woody Waste Engine,RICE (Reciprocating internal combustion engine),,6.66,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007820,2011,Palm Beach Renewable Energy Park (PBREP),,,12645.5,4304.7,,,,,CP-BPF,OCS (Other combustion source),,,,,,,42.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007820,2011,Palm Beach Renewable Energy Park (PBREP),,,,,7478.0,0.0,0.0,0.0,EU-2,MWC (Municipal waste combustor),,427.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,73271.0,136951.9,210222.9,2011-01-01,2011-12-31,,,,,,,,,,,,,,
1007820,2011,Palm Beach Renewable Energy Park (PBREP),,,,,8336.0,0.0,0.0,0.0,EU-1,MWC (Municipal waste combustor),,427.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,86966.3,162080.9,249047.2,2011-01-01,2011-12-31,,,,,,,,,,,,,,
1007821,2011,Cashion Gas Plant,,0.0,0.0,0.0,,,,,GP-Engines,OCS (Other combustion source),,,,,11.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007821,2011,Cashion Gas Plant,,0.0,0.0,1526.5,,,,,GP-Heaters,OCS (Other combustion source),,,,,1.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007822,2011,KING CNTY SOLID WST CEDAR HILLS LANDFILL,,0.0,0.0,,,,,,#1 Pit Furnace_WO,CH (Comfort heater),,0.35,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007822,2011,KING CNTY SOLID WST CEDAR HILLS LANDFILL,,0.0,0.0,,,,,,Bay 6 North _FO,CH (Comfort heater),,0.35,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007822,2011,KING CNTY SOLID WST CEDAR HILLS LANDFILL,,0.0,0.0,,,,,,PWO 20_Propane,"HWH (Heater, hot water)",,0.44,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007823,2011,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #23,,0.0,0.0,0.0,,,,,GP-Other,OCS (Other combustion source),,,,,7.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007823,2011,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #23,,0.0,0.0,,,,,,Furnace B,F (Furnace),,60.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007823,2011,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #23,,0.0,0.0,,,,,,Furnace C,F (Furnace),,100.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007824,2011,SWIFT & CO,,0.0,0.0,49513.8,,,,,GP-Boilers/dryers,OCS (Other combustion source),,,,,29.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007825,2011,Michigan Power Limited Partnership,,0.0,0.0,,,,,,EUBOILERA,"OB (Boiler, other)",,266.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007825,2011,Michigan Power Limited Partnership,,0.0,0.0,,,,,,EUBOILERB,"OB (Boiler, other)",,266.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007826,2011,Rockingham County Landfill,,0.0,0.0,0.4,,,,,GP-Propane Heaters,OCS (Other combustion source),,,,,0.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007826,2011,Rockingham County Landfill,,0.0,0.0,4.8,,,,,GP-Used Oil Heaters,OCS (Other combustion source),,,,,0.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007829,2011,Colbert,,,0.0,371.5,,,,,CCT5,"SCCT (CT (Turbine, simple cycle combustion))",,760.0,mmBtu/hr,,,,,,,,,,371.5,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1007829,2011,Colbert,,,0.0,412.4,,,,,CCT6,"SCCT (CT (Turbine, simple cycle combustion))",,760.0,mmBtu/hr,,,,,,,,,,412.4,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1007829,2011,Colbert,,,0.0,513.9,,,,,CCT1,"SCCT (CT (Turbine, simple cycle combustion))",,760.0,mmBtu/hr,,,,,,,,,,513.9,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1007829,2011,Colbert,,,0.0,537.4,,,,,CCT2,"SCCT (CT (Turbine, simple cycle combustion))",,760.0,mmBtu/hr,,,,,,,,,,537.4,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1007829,2011,Colbert,,,0.0,563.8,,,,,CCT8,"SCCT (CT (Turbine, simple cycle combustion))",,760.0,mmBtu/hr,,,,,,,,,,563.8,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1007829,2011,Colbert,,,0.0,599.4,,,,,CCT4,"SCCT (CT (Turbine, simple cycle combustion))",,760.0,mmBtu/hr,,,,,,,,,,599.4,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1007829,2011,Colbert,,,0.0,636.4,,,,,CCT3,"SCCT (CT (Turbine, simple cycle combustion))",,760.0,mmBtu/hr,,,,,,,,,,636.4,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1007829,2011,Colbert,,,0.0,659.1,,,,,CCT7,"SCCT (CT (Turbine, simple cycle combustion))",,760.0,mmBtu/hr,,,,,,,,,,659.1,2011-01-01,2011-12-31,LME---40 CFR 75.19,LME calculation method in 40 CFR 75.19--- § 98.33(a)(5)(ii),,,,,,,,,,,,,,,,,,,,,,,
1007830,2011,ETHANOL 2000 LLP dba Poet Biorefining-Bingham Lake,,,0.0,58464.6,,,,,CP-Main Gas Feed Pipe,OCS (Other combustion source),,,,,,,50.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR001,CH (Comfort heater),,0.096,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR002,CH (Comfort heater),,0.125,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR003,CH (Comfort heater),,0.125,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR004,CH (Comfort heater),,0.14,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR005,CH (Comfort heater),,0.14,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR006,CH (Comfort heater),,0.14,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR007,CH (Comfort heater),,0.14,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR008,CH (Comfort heater),,0.14,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR009,CH (Comfort heater),,0.14,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR010,CH (Comfort heater),,0.14,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR011,CH (Comfort heater),,0.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,NGASHTR012,CH (Comfort heater),,0.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,PWRWSHR001,CH (Comfort heater),,0.353125,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,WTRHTR001,"HWH (Heater, hot water)",,0.03,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007831,2011,WESTSIDE RECYCLING AND DISPOSAL FACILITY,,0.0,0.0,,,,,,WTRHTR002,"HWH (Heater, hot water)",,0.03,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
1007832,2011,ROLLING MEADOWS LANDFILL,,0.0,0.0,,,,,,PROPHTR001,CH (Comfort heater),,0.06,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007832,2011,ROLLING MEADOWS LANDFILL,,0.0,0.0,,,,,,PROPHTR002,CH (Comfort heater),,0.06,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007832,2011,ROLLING MEADOWS LANDFILL,,0.0,0.0,,,,,,PROPHTR003,CH (Comfort heater),,0.06,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007832,2011,ROLLING MEADOWS LANDFILL,,0.0,0.0,,,,,,PROPHTR004,CH (Comfort heater),,0.06,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007832,2011,ROLLING MEADOWS LANDFILL,,0.0,0.0,,,,,,PROPHTR005,CH (Comfort heater),,0.06,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007832,2011,ROLLING MEADOWS LANDFILL,,0.0,0.0,,,,,,WTRHTR001,"HWH (Heater, hot water)",,0.0004,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007832,2011,ROLLING MEADOWS LANDFILL,,0.0,29382.37034,0.0,,,,,Engine 1,RICE (Reciprocating internal combustion engine),,,,,,,11.362,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007833,2011,PRAIRIE VIEW RDF,,0.0,0.0,,,,,,PROPHTR001,CH (Comfort heater),,0.15,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007833,2011,PRAIRIE VIEW RDF,,0.0,0.0,,,,,,PROPHTR002,CH (Comfort heater),,0.05,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007833,2011,PRAIRIE VIEW RDF,,0.0,0.0,,,,,,PROPHTR003,CH (Comfort heater),,0.165,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007833,2011,PRAIRIE VIEW RDF,,0.0,0.0,,,,,,PROPHTR004,CH (Comfort heater),,0.165,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
